audio_path,predicted_transcript,actual_sentence
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40353879.mp3, Castles went on to investigate the last set outbreaks in West Africa.,Casals went on to investigate the Lassa outbreaks in West Africa.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40353889.mp3, He took part in the American War of Independence.,He took part in the American war of independence.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40189610.mp3, She continues to perform regularly at life venues and appears on television.,She continues to perform regularly at live venues and appears on television and radio.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40189640.mp3, These interactions are joined with other rates.,These interactions are joined with other roads.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40210672.mp3, His older brother was film school composer James Horner.,His older brother was film score composer James Horner.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40316162.mp3, The third test was washed out after only three hours play.,The Third Test was washed out after only three hours' play.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40316193.mp3," Consequently, there are also two types of oats.","Consequently, there are also two types of oaths."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40316232.mp3, They also vary in the geometry of the glycositic,They also vary in the geometry of the glycosidic linkage.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40316252.mp3," The group was renamed Justice for Kashmir, then renamed Peoples Justice.","The group was renamed ""Justice for Kashmir"", then renamed ""People's Justice Party."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40191883.mp3," At the time, my and earnest island were living apart.","At the time, May and Ernest Aylen were living apart."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40191891.mp3, The district government originally opposed the construction of the,The district government originally opposed the construction of the museum.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40191892.mp3," Listen, what I can buy one of his ministers and hidden.",His son was taken by one of his ministers and hidden.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40249817.mp3," Prior to incorporation, the time will known that place down","Prior to incorporation the town was known as ""Blaisdelltown""."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40357066.mp3, The Carter Center also collaborates with other public and private organizations.,The Carter Center also collaborates with other public and private organizations.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40357094.mp3, This is a very simple model of how whole conduction works.,This is a very simple model of how hole conduction works.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40381470.mp3, The process of induction relies entirely on members proposing new members.,The process of induction relies entirely on members proposing new members.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40381504.mp3, She wraps the baby in a shawl and leaves the house.,She wraps the baby in a shawl and leaves the house.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40381517.mp3," In addition, many can in theory support an unlimited number of species.","In addition, many can, in theory, support an unlimited number of species."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40329719.mp3," Woczanii, jak iPhone nie musicane.",Wacha nijhoke aihu nimzighane.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40329790.mp3, To the east of the hill is fallen in iron and age earthwork.,To the east of the hill is found an Iron Age earthwork.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40337525.mp3, And that time version of concentration took over its time slot the following week.,"A nighttime version of ""Concentration"" took over its time slot the following week."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40337559.mp3, Send remained with the club for another season.,Senn remained with the club for another season.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40337574.mp3, In each case the adaptation was scripted by Binder and drawn by Joe or Linde.,"In each case, the adaptation was scripted by Binder and drawn by Joe Orlando."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40337611.mp3, The dog jumped for joy at the sight of her owner.,The dog jumped for joy at the sight of her owner.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40529667.mp3, His younger brother Aril trained as an ophthalmologist.,His younger brother Aurel trained as an ophthalmologist.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40529691.mp3, The upper house is the Senate.,The upper house is the Senate.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40529699.mp3, As the family argues Lucy slips out and noticed unsure of her future.,"As the family argues, Lucy slips out unnoticed, unsure of her future."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40529739.mp3, bacteria probably have the largest capacity to utilize amino acids.,Bacteria probably have the largest capacity to utilize amino acids.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40529764.mp3, She has also played for the Los Angeles temptation in the Legends for Balik.,She has also played for the Los Angeles Temptation in the Legends Football League.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40529779.mp3, He achieved the rank of Colonel and died in London.,He achieved the rank of colonel and died in London.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40193012.mp3, But the bride is now where to be found.,But the Bride is nowhere to be found.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40193036.mp3, He was especially interested in me this done his right and the Jewish rewards.,He was especially interested in Middle Eastern history and the Jewish Revolts.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40193039.mp3," Likewise, I'll best also feature one storm.","Likewise, August also featured one storm."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40193044.mp3, Why then straightforward?,Why then strive forward?
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40282526.mp3, Some of the suspects in their shooting are still at large.,Some of the suspects in the shooting are still at large.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40269020.mp3, It was located in the city of Edmonton in the province of,It was located in the city of Edmonton in the province of Alberta.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40269073.mp3," He died in Tampa, Florida and was buried in the Roseland cemetery.","He died in Tampa, Florida, and was buried in the Roseland cemetery in Monticello."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40269112.mp3, He later play it for all time.,He later played for Oldham.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40269113.mp3," Not all cyclists were competing for the victory, some only join us to",Not all cyclists were competing for the victory; some only joined as tourists.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40269128.mp3," Dejen de columnar por multes, y dejen de rosar por multes.","Then the columns are permuted, and then the rows are permuted."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40269227.mp3, The theory of buildings has important applications in several ways.,The theory of buildings has important applications in several rather disparate fields.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40269300.mp3, Rabal is reported to the Nate Alprosites from the book to charity.,Raval is reported to donate all proceeds from the book to charity.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40269309.mp3, The judge are not given any brand information.,The judges are not given any brand information.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40328697.mp3," Born in Chicago, Illinois, Thomas grew up in Pittsburgh, Pennsylvania.","Born in Chicago, Illinois, Thomas grew up in Pittsburgh, Pennsylvania."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40328700.mp3," She divorced the Garson, whom she married in London to Mary Bear.","She divorced De Garson, whom she married in London, to marry Baer."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40328702.mp3, Large amounts of animal habitat was destroyed.,Large amounts of animal habitat was destroyed.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40328713.mp3, The museum will sit on and has been given a building.,The museum will sit on and has been given a building.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40328715.mp3, The remaining plays of the tetrology have been mostly lost.,The remaining plays of the tetralogy have been mostly lost.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40328736.mp3, The cartridge isn't tended for a large and dangerous game.,The cartridge is intended for large and dangerous game.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40328739.mp3, This was achieved due to the steadfast dedication of Doig and Jafari.,This was achieved due to the steadfast dedication of Doig and Jaffari.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40328748.mp3, The game was released under different titles in each region.,The game was released under different titles in each region.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40328755.mp3, Burn attended the Baltimore City College High School and Wakeford College.,Byrne attended the Baltimore City College high school and Wake Forest College.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40328774.mp3, The district is located in the middle part of the black forest mountains.,The district is located in the middle part of the Black Forest mountains.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40206200.mp3," He has two daughters, Lexi and Maya.","He has two daughters, Lexi and Maya."
