audio_path,predicted_transcript,actual_sentence
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39683942.mp3,most notoriously marshall told him the elements of statistics contained two,"Most notoriously Marshall told him the ""Elements of Statistics"" contained ""too much mathematics."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39726828.mp3,the oratory movement spread in the early period especially in its lee,The Oratory movement spread in the early period especially in Italy.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39879237.mp3,the domash prairie building is in domlin netherlands,"The Dommelsch Brewery building is in Dommelen, Netherlands."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39879257.mp3,adam's enjoy drawing frequently in his youth as far back as he could remember,"Adams enjoyed drawing frequently in his youth, as far back as he could remember."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39879258.mp3,all of the above applies only to trial courts,All of the above applies only to trial courts.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39792075.mp3,she is now retired in resides in chelmsford essex,"She is now retired and resides in Chelmsford, Essex."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39792078.mp3,o potter's soldiers joined the spanish and campaigns against their common,"Opata soldiers joined the Spanish in campaigns against their common enemy, the Apache."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39792098.mp3,marine hermann was recruited as her replacement,Maureen Herman was recruited as her replacement.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39792202.mp3,this time line is a summary,This timeline is a summary.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39792242.mp3,it is the largest learned psychological society in europe,It is the largest learned phycological society in Europe.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39792244.mp3,in addition a dread electimes are used to diagnose the legion and,"In addition, adrenalectomies are used to diagnose the lesion and sometimes relieve pain."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39792833.mp3,it was published by harper collins,It was published by Harper Collins.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39792835.mp3,the sample rate is just as important a consideration as the word size,The sample rate is just as important a consideration as the word size.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39792844.mp3,those that heard her speak noted her care's magic oratory,Those that heard her speak noted her charismatic oratory.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39792860.mp3,alice ended her regular set with oceanize,"Eilish ended her regular set with ""Ocean Eyes""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39792886.mp3,and is curly when they came and i need see what a bag,It is currently one nineteen and I need to go to bed.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39792894.mp3,guss was the last of children of miss ware's family and the blueness organized,This was the last edition of Miss World Spain under the Be Miss Organization.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39792896.mp3,for example it used to wear ramparts and feel if any sort of connection,"For example, it used wire wrap boards and few, if any, soldered connections."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39792902.mp3,a plank for the last five months isn't it by aeroplane,The plane could be launched by winch as well by airplane.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39792906.mp3,it was created by hexam,It was created by Hexen.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39750726.mp3,it's county seat in laudice as theodore kah,Its county seat and largest city is Arco.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39750744.mp3,thuns was allened by a slummic business tycho in palmy hoardson,Fons was owned by Icelandic business tycoon Palmi Haraldsson.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39750792.mp3,the hoyle comforted letter had now legal status,The highly confident letter had no legal status.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39750795.mp3,the starchin has programmed and managed by students for the campus and the community,The station is programmed and managed by students for the campus and the community.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39750857.mp3,this prevents confusion and collisions due in transfer,This prevents confusion and collisions during transfer.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39750950.mp3,these are not cited by beckon numbers however but according to fragment numbers,"These are not cited by Bekker numbers, however, but according to fragment numbers."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39757131.mp3,and additioned to these packages,In addition to these packages
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39757141.mp3,bears off to mistake and little virtue as a ticket lawyer,It is often mistakenly referred to as a ticket line.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39757151.mp3,it is the striple and equivalent of the voice palatile circuitive,It is the sibilant equivalent of the voiced palatal fricative.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39757162.mp3,to a infant phil grimmage was an account of david shale of susan impeachero,"Triumphant Pilgrimage was an account of ""David Chale"", a pseudonym for Gerard MacBryan."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39757168.mp3,some church yards across the world are still used as graveyards to die,Some churchyards across the world are still used as graveyards today.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39757170.mp3,first of all this proof requires an intermediate polygon,"First of all, this proof requires an intermediate polygon."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39757175.mp3,the absence of catalions and alternate liars leads to a weight bonding between a jay,The absence of cations in alternate layers leads to weak bonding between adjacent layers.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39757179.mp3,and does not now love,He does not know love.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39757180.mp3,the downward side development plans were drawn by author or nickels and haddel,The roadside development plans were drawn by Arthur R. Nichols and Harold E. Olson.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39757181.mp3,he was formerly accused of burodish and void actions,He was formally accused of boorish and violent actions.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39757192.mp3,the figure has become a cultural icon of talus and texas,The figure has become a cultural icon of Dallas and Texas.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39794955.mp3,moa raaja's new case,Mara Elders Meetings.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39794971.mp3,at the time the character was called bruins,"At the time, the character was called ""Bruce""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39794975.mp3,they settled along the riffers for fetching them transportation,They settled along the rivers for fishing and transportation.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39795000.mp3,this any one else means that this is ridiculous,Does anyone else think that this is ridiculous?
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39795026.mp3,as a result of an extensive reform or from no region education,"As a result of an extensive reform of the Norwegian educational system, the cand."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39795054.mp3,she removed the burnt statue which stopped her charities,She removed the bird statue which stopped Charity's visions.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39795066.mp3,as early as december the reconstruction was completed,As early as December the reconstruction was completed.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39795104.mp3,there is an extent to be conseil beauchamp held by w,"There is an extant Viscountcy of Beauchamp, held by the Marquesses of Hertford."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39795107.mp3,most dark were then the first two months,Most died within the first few months.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39795110.mp3,at this point the truth of al shahnka is grieving,At this point the truth about Shankar is revealed.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39795122.mp3,white has been married three times,White has been married three times.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39795132.mp3,the speech has always been held by a conservative power to you,The seat has always been held by a conservative party.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39795142.mp3,this decree was published in the nations of the show peasants,This decree was published in the nation's official gazette the next day.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39795180.mp3,other names while policy are a recommendation and a regular,"Other names for a policy are a ""recommendation"" and a ""regulative principle""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39620462.mp3,lazy and by the sea were two of anderson's own compasses,"Lazy and ""By the Sea"" were two of Anderson's own compositions."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39620589.mp3,then the leaves wilt it branches start dying off,Then the leaves wilt and branches start dying off.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39620608.mp3,he has created his own loving and sarcastic expressions of joy for three,He has created his own loving and sarcastic expressions of joy for three decades.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39620904.mp3,most of them were hunters fishermen and gatherers,"Most of them were hunters, fishermen, and gatherers."
